funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
2 people found this review funny,"Posted July 29, 2014.","Last edited March 12, 2015.",221100,5 of 5 people (100%) found this review helpful,True,1
,"Posted December 3, 2013.","Last edited January 15, 2014.",236390,5 of 5 people (100%) found this review helpful,False,0
,"Posted March 24, 2014.",,218620,2 of 3 people (67%) found this review helpful,True,2
,Posted June 30.,,730,No ratings yet,True,2
,"Posted July 10, 2014.",,242050,No ratings yet,True,2
,"Posted June 29, 2014.",,8930,No ratings yet,True,1
,"Posted May 26, 2014.",,228400,No ratings yet,True,1
,"Posted April 5, 2014.",,550,No ratings yet,True,1
,"Posted January 11, 2014.",,219640,No ratings yet,True,0
,"Posted December 16, 2013.",,218230,No ratings yet,True,2
