funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted February 3, 2014.","Last edited February 3, 2014.",222880,2 of 2 people (100%) found this review helpful,True,1
,"Posted December 31, 2013.",,221100,2 of 3 people (67%) found this review helpful,True,1
,"Posted July 18, 2014.",,227940,1 of 2 people (50%) found this review helpful,False,1
,"Posted January 31, 2015.",,313120,2 of 9 people (22%) found this review helpful,False,1
,Posted February 27.,,305620,No ratings yet,True,0
,Posted February 11.,,300570,No ratings yet,True,1
,"Posted November 15, 2013.",,220200,No ratings yet,True,2
,"Posted July 22, 2013.",,224760,No ratings yet,True,2
,"Posted September 20, 2012.",,212680,No ratings yet,True,1
,"Posted July 4, 2011.",,440,No ratings yet,True,2
