funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
3 people found this review funny,"Posted January 23, 2015.",Last edited January 16.,252490,8 of 12 people (67%) found this review helpful,True,1
,"Posted September 1, 2014.","Last edited September 1, 2014.",221100,3 of 3 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted February 3, 2015.",,220,1 of 1 people (100%) found this review helpful,True,0
,"Posted August 22, 2014.","Last edited September 15, 2015.",730,1 of 1 people (100%) found this review helpful,True,1
,"Posted August 22, 2014.",,224540,1 of 1 people (100%) found this review helpful,True,2
,"Posted November 1, 2015.",,327090,0 of 2 people (0%) found this review helpful,False,0
,Posted March 5.,,359550,No ratings yet,False,0
,"Posted November 5, 2014.",,301480,No ratings yet,True,1
,"Posted June 20, 2014.",,440,No ratings yet,True,1
,"Posted October 17, 2013.","Last edited September 6, 2014.",105600,No ratings yet,True,1
