funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
3 people found this review funny,"Posted March 10, 2015.",Last edited February 1.,335330,2 of 2 people (100%) found this review helpful,False,0
1 person found this review funny,Posted February 10.,,304930,1 of 1 people (100%) found this review helpful,True,0
1 person found this review funny,Posted January 4.,Last edited January 26.,440,1 of 1 people (100%) found this review helpful,True,0
,"Posted August 21, 2015.",,236390,1 of 1 people (100%) found this review helpful,True,2
1 person found this review funny,Posted February 1.,,203290,0 of 1 people (0%) found this review helpful,True,0
,Posted January 26.,,265630,0 of 1 people (0%) found this review helpful,True,0
,"Posted July 20, 2015.",Last edited April 6.,227940,0 of 1 people (0%) found this review helpful,False,1
,"Posted April 10, 2015.",,243870,0 of 1 people (0%) found this review helpful,False,1
,Posted January 4.,Last edited February 10.,291480,No ratings yet,True,0
,Posted January 4.,Last edited January 26.,730,No ratings yet,False,0
