funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted March 28, 2014.",,8870,2 of 3 people (67%) found this review helpful,True,1
,"Posted January 15, 2014.",,34900,3 of 5 people (60%) found this review helpful,False,0
,"Posted January 12, 2014.",,224540,4 of 7 people (57%) found this review helpful,True,2
,"Posted March 30, 2014.",,209000,1 of 2 people (50%) found this review helpful,False,1
,"Posted January 15, 2014.",,252490,2 of 4 people (50%) found this review helpful,True,1
,"Posted December 24, 2013.",,213850,3 of 6 people (50%) found this review helpful,True,1
,"Posted January 15, 2014.",,730,1 of 3 people (33%) found this review helpful,True,1
,"Posted February 7, 2014.",,49520,0 of 1 people (0%) found this review helpful,True,1
,"Posted January 20, 2014.",,221640,No ratings yet,True,1
,"Posted December 8, 2013.",,105600,No ratings yet,True,1
