funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 17, 2014.","Last edited February 21, 2015.",730,24 of 32 people (75%) found this review helpful,True,2
,"Posted December 17, 2014.",,218620,10 of 13 people (77%) found this review helpful,True,2
,"Posted April 28, 2015.",,220200,5 of 5 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted December 17, 2014.",,263760,7 of 9 people (78%) found this review helpful,True,2
,"Posted December 17, 2014.",,440,4 of 4 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted August 30, 2014.",,296470,1 of 1 people (100%) found this review helpful,True,1
,"Posted December 17, 2014.",,12210,3 of 7 people (43%) found this review helpful,False,0
,"Posted July 14, 2014.",,301520,2 of 5 people (40%) found this review helpful,True,2
,"Posted December 17, 2014.",,222900,3 of 8 people (38%) found this review helpful,False,0
,"Posted April 14, 2014.",,4000,No ratings yet,True,0
