funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted May 28, 2014.",,221100,3 of 4 people (75%) found this review helpful,False,1
,"Posted March 28, 2014.",,249380,3 of 4 people (75%) found this review helpful,True,1
,"Posted February 27, 2014.",,34900,3 of 4 people (75%) found this review helpful,True,0
,"Posted November 3, 2015.",,440,1 of 1 people (100%) found this review helpful,True,1
,"Posted September 15, 2012.",,4000,1 of 1 people (100%) found this review helpful,True,2
,"Posted April 8, 2014.",,9480,1 of 3 people (33%) found this review helpful,True,2
,"Posted May 17, 2014.",,252490,0 of 1 people (0%) found this review helpful,True,1
,"Posted December 22, 2012.",,96300,0 of 1 people (0%) found this review helpful,True,1
,"Posted October 1, 2013.",,247120,4 of 25 people (16%) found this review helpful,True,0
,"Posted April 25, 2014.",,286080,No ratings yet,True,0
