funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 26, 2011.",,62000,No ratings yet,True,2
,"Posted November 25, 2011.",,12500,No ratings yet,True,2
,"Posted November 25, 2011.",,63900,No ratings yet,True,2
,"Posted September 19, 2011.",,22100,No ratings yet,True,2
,"Posted September 6, 2011.",,107100,No ratings yet,True,1
,"Posted July 31, 2011.",,38600,No ratings yet,True,1
,"Posted July 17, 2011.",,107310,No ratings yet,True,1
,"Posted July 17, 2011.",,107300,No ratings yet,True,1
,"Posted July 14, 2011.",,42910,No ratings yet,True,1
,"Posted July 13, 2011.",,105600,No ratings yet,True,1
