funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted July 20.,,33230,3 of 4 people (75%) found this review helpful,True,1
1 person found this review funny,Posted March 27.,,239200,1 of 1 people (100%) found this review helpful,True,1
,"Posted November 8, 2015.",Last edited July 20.,440,1 of 1 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted May 24, 2015.",Last edited July 20.,346900,1 of 1 people (100%) found this review helpful,True,1
1 person found this review funny,Posted March 27.,,363970,1 of 2 people (50%) found this review helpful,True,2
,Posted July 20.,,65790,0 of 1 people (0%) found this review helpful,True,1
1 person found this review funny,Posted March 27.,Last edited July 20.,72850,0 of 1 people (0%) found this review helpful,True,2
1 person found this review funny,Posted March 27.,Last edited July 20.,57300,0 of 1 people (0%) found this review helpful,True,0
,Posted March 27.,Last edited July 20.,230410,0 of 1 people (0%) found this review helpful,True,1
1 person found this review funny,"Posted May 24, 2015.",Last edited July 20.,630,0 of 1 people (0%) found this review helpful,True,2
