funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted October 24, 2014.",,104900,9 of 14 people (64%) found this review helpful,True,1
2 people found this review funny,"Posted January 16, 2015.",,22380,1 of 1 people (100%) found this review helpful,True,1
,"Posted October 9, 2014.",,207230,4 of 9 people (44%) found this review helpful,True,1
,"Posted December 30, 2015.",,332800,No ratings yet,True,1
,"Posted June 27, 2015.",,209080,No ratings yet,True,1
,"Posted November 18, 2014.",,234670,No ratings yet,True,2
,"Posted November 10, 2014.",,263500,No ratings yet,True,2
,"Posted July 20, 2014.",,4920,No ratings yet,True,2
,"Posted January 9, 2014.","Last edited March 8, 2015.",6000,No ratings yet,True,0
,"Posted September 14, 2013.","Last edited March 8, 2015.",6060,No ratings yet,True,1
