funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted June 14, 2014.",,221100,2 of 2 people (100%) found this review helpful,True,1
,"Posted December 28, 2013.",,620,2 of 2 people (100%) found this review helpful,True,2
,"Posted November 25, 2013.",,4000,2 of 2 people (100%) found this review helpful,True,1
,"Posted March 9, 2013.","Last edited December 9, 2015.",730,2 of 2 people (100%) found this review helpful,True,0
,Posted June 1.,,221910,1 of 1 people (100%) found this review helpful,True,2
,"Posted December 20, 2012.",,440,1 of 1 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted November 7, 2014.",,207610,1 of 2 people (50%) found this review helpful,True,2
1 person found this review funny,Posted April 16.,,394690,0 of 1 people (0%) found this review helpful,True,1
,"Posted April 25, 2015.","Last edited April 28, 2015.",72850,No ratings yet,True,0
1 person found this review funny,"Posted September 27, 2014.",,265930,No ratings yet,True,0
