funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 13, 2014.",,293540,0 of 3 people (0%) found this review helpful,True,1
,"Posted December 6, 2014.",,305260,0 of 5 people (0%) found this review helpful,True,2
,"Posted April 1, 2015.",,298630,No ratings yet,True,2
,"Posted January 4, 2015.",,224260,No ratings yet,True,2
,"Posted December 13, 2014.",,222900,No ratings yet,False,1
,"Posted December 13, 2014.",,332070,No ratings yet,True,1
,"Posted December 6, 2014.",,223710,No ratings yet,True,0
,"Posted December 6, 2014.",,80,No ratings yet,False,0
,"Posted December 6, 2014.",,236450,No ratings yet,True,2
,"Posted December 6, 2014.",,4000,No ratings yet,True,2
