funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted July 18.,,330830,1 of 1 people (100%) found this review helpful,True,1
,"Posted October 20, 2015.",,319630,1 of 1 people (100%) found this review helpful,True,2
,Posted August 4.,,498240,0 of 1 people (0%) found this review helpful,True,2
,Posted July 25.,,250320,0 of 1 people (0%) found this review helpful,True,1
,Posted June 17.,,221100,6 of 14 people (43%) found this review helpful,False,0
,Posted July 6.,,201830,0 of 2 people (0%) found this review helpful,False,1
,Posted September 17.,,385760,No ratings yet,True,1
,"Posted September 11, 2015.","Last edited September 11, 2015.",287700,No ratings yet,True,1
,"Posted July 23, 2014.",,304930,No ratings yet,True,1
,"Posted July 4, 2014.",,730,No ratings yet,True,1
