funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
2 people found this review funny,"Posted April 10, 2015.",,252450,65 of 112 people (58%) found this review helpful,True,1
,"Posted January 28, 2015.",,346010,3 of 6 people (50%) found this review helpful,True,2
,"Posted July 22, 2015.",,368160,0 of 2 people (0%) found this review helpful,True,1
,"Posted September 23, 2015.",,322910,1 of 7 people (14%) found this review helpful,False,2
,"Posted September 15, 2015.","Last edited September 21, 2015.",344770,No ratings yet,True,1
,"Posted June 16, 2015.",,286260,No ratings yet,True,2
,"Posted February 23, 2015.",,269250,No ratings yet,True,1
,"Posted February 19, 2015.",,294860,No ratings yet,True,2
,"Posted February 5, 2015.",,262060,No ratings yet,True,1
,"Posted October 9, 2014.","Last edited December 1, 2014.",313730,No ratings yet,True,1
