funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
2 people found this review funny,"Posted June 3, 2014.",,440,3 of 3 people (100%) found this review helpful,True,1
,"Posted June 7, 2015.",,298240,1 of 1 people (100%) found this review helpful,True,1
,Posted May 21.,,236110,9 of 17 people (53%) found this review helpful,True,1
,"Posted May 16, 2014.",,251670,23 of 45 people (51%) found this review helpful,True,1
,Posted January 25.,,113400,1 of 2 people (50%) found this review helpful,True,1
1 person found this review funny,"Posted June 29, 2015.",,252490,2 of 5 people (40%) found this review helpful,False,0
1 person found this review funny,"Posted December 11, 2015.",,218620,1 of 9 people (11%) found this review helpful,True,2
,"Posted December 20, 2015.","Last edited December 20, 2015.",222880,No ratings yet,True,1
,"Posted July 18, 2014.",,304930,No ratings yet,True,2
,"Posted May 22, 2014.",,271290,No ratings yet,True,1
