funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
2 people found this review funny,"Posted January 1, 2014.",,202970,"1,465 of 1,787 people (82%) found this review helpful",True,1
,"Posted April 1, 2014.",,265930,631 of 845 people (75%) found this review helpful,True,0
,"Posted January 17, 2014.",,219150,13 of 20 people (65%) found this review helpful,True,1
,"Posted December 14, 2013.",,550,5 of 5 people (100%) found this review helpful,True,1
,"Posted January 27, 2014.",,218620,11 of 17 people (65%) found this review helpful,True,1
,"Posted December 19, 2013.",,226700,13 of 21 people (62%) found this review helpful,False,1
1 person found this review funny,"Posted December 24, 2013.",,49520,4 of 4 people (100%) found this review helpful,True,1
,"Posted June 28, 2013.",,219640,3 of 4 people (75%) found this review helpful,True,1
,"Posted November 22, 2014.",,730,2 of 5 people (40%) found this review helpful,True,1
,"Posted May 26, 2014.",,243470,12 of 27 people (44%) found this review helpful,True,0
