funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted August 28, 2013.",,209870,0 of 1 people (0%) found this review helpful,True,2
,"Posted August 26, 2013.",,49520,0 of 1 people (0%) found this review helpful,True,1
,"Posted August 26, 2013.",,4000,0 of 1 people (0%) found this review helpful,True,1
,"Posted August 26, 2013.",,97100,0 of 1 people (0%) found this review helpful,True,1
2 people found this review funny,"Posted August 23, 2015.",,271590,1 of 4 people (25%) found this review helpful,False,0
,"Posted July 6, 2014.",,207730,0 of 3 people (0%) found this review helpful,True,1
,"Posted July 19, 2014.",,265930,No ratings yet,True,2
,"Posted January 17, 2014.","Last edited May 24, 2014.",209000,No ratings yet,True,1
,"Posted December 28, 2013.",,22000,No ratings yet,True,2
,"Posted August 26, 2013.",,55230,No ratings yet,True,2
