funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted May 19, 2013.",,22370,No ratings yet,True,2
,"Posted May 19, 2013.",,203810,No ratings yet,True,0
,"Posted May 19, 2013.",,211400,No ratings yet,True,2
,"Posted May 19, 2013.",,205060,No ratings yet,True,0
,"Posted May 19, 2013.",,204300,No ratings yet,True,2
,"Posted May 19, 2013.",,12900,No ratings yet,True,2
,"Posted May 19, 2013.",,108710,No ratings yet,True,2
,"Posted March 19, 2013.",,110800,No ratings yet,True,2
,"Posted October 22, 2012.",,16600,No ratings yet,True,2
,"Posted May 24, 2012.",,200210,No ratings yet,True,2
