funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted August 29, 2015.",,252490,1 of 2 people (50%) found this review helpful,True,1
,"Posted October 24, 2015.",,243870,0 of 1 people (0%) found this review helpful,False,2
,"Posted September 8, 2015.",,291480,0 of 1 people (0%) found this review helpful,False,1
,"Posted November 6, 2014.",,440,0 of 1 people (0%) found this review helpful,True,0
1 person found this review funny,"Posted May 17, 2014.",,570,0 of 1 people (0%) found this review helpful,True,2
,"Posted January 24, 2014.",,218230,0 of 1 people (0%) found this review helpful,True,2
,"Posted October 1, 2015.",,391460,0 of 2 people (0%) found this review helpful,False,1
,"Posted July 8, 2015.",,105600,0 of 2 people (0%) found this review helpful,True,1
,"Posted December 12, 2014.",,240320,0 of 3 people (0%) found this review helpful,False,1
,"Posted January 2, 2014.",,235400,1 of 7 people (14%) found this review helpful,True,0
