funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
7 people found this review funny,Posted June 28.,,47780,10 of 16 people (63%) found this review helpful,True,2
1 person found this review funny,Posted July 20.,,377160,2 of 3 people (67%) found this review helpful,True,0
3 people found this review funny,Posted July 6.,,4000,1 of 2 people (50%) found this review helpful,True,2
,"Posted May 9, 2015.",,107410,0 of 1 people (0%) found this review helpful,True,1
,"Posted April 21, 2015.",,230190,0 of 1 people (0%) found this review helpful,True,1
1 person found this review funny,Posted May 18.,,435881,1 of 9 people (11%) found this review helpful,True,2
,Posted August 29.,Last edited August 29.,490650,1 of 32 people (3%) found this review helpful,True,2
,"Posted August 6, 2015.",,391270,No ratings yet,True,1
,"Posted July 30, 2015.",,301520,No ratings yet,True,2
,"Posted January 8, 2015.",,227680,No ratings yet,False,2
