funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted June 9.,Last edited June 9.,269210,No ratings yet,True,1
1 person found this review funny,"Posted October 20, 2015.",,245550,No ratings yet,True,1
1 person found this review funny,"Posted October 11, 2015.",,249870,No ratings yet,True,1
1 person found this review funny,"Posted September 21, 2015.",,363970,No ratings yet,True,2
1 person found this review funny,"Posted September 18, 2015.",,207620,No ratings yet,True,1
1 person found this review funny,"Posted October 29, 2013.",,219740,No ratings yet,True,2
,"Posted August 25, 2013.",,207610,No ratings yet,True,1
1 person found this review funny,"Posted December 13, 2012.",,400,No ratings yet,True,1
1 person found this review funny,"Posted December 13, 2012.",,220,No ratings yet,True,2
1 person found this review funny,"Posted November 24, 2012.",,440,No ratings yet,True,2
