funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted July 30.,,4000,0 of 1 people (0%) found this review helpful,True,2
,Posted July 28.,,317360,0 of 1 people (0%) found this review helpful,True,2
1 person found this review funny,"Posted December 5, 2015.",,223710,No ratings yet,True,1
,"Posted October 4, 2015.",,299360,No ratings yet,True,2
,"Posted October 3, 2015.","Last edited October 4, 2015.",322330,No ratings yet,True,2
,"Posted August 13, 2015.",,1250,No ratings yet,True,0
,"Posted February 22, 2015.",,12100,No ratings yet,True,1
,"Posted January 14, 2015.",,204360,No ratings yet,True,2
,"Posted December 14, 2013.",,440,No ratings yet,True,0
,"Posted December 1, 2013.",,224260,No ratings yet,True,1
