funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted April 1.,,218620,1 of 1 people (100%) found this review helpful,False,2
,"Posted February 27, 2015.",,4000,1 of 1 people (100%) found this review helpful,True,2
,"Posted January 3, 2015.",,222880,1 of 1 people (100%) found this review helpful,True,2
,"Posted February 6, 2015.","Last edited February 6, 2015.",440,0 of 1 people (0%) found this review helpful,True,2
1 person found this review funny,"Posted May 21, 2015.",,220,1 of 16 people (6%) found this review helpful,False,0
,"Posted May 10, 2015.",,247020,No ratings yet,True,2
,"Posted March 2, 2015.",,8080,No ratings yet,True,2
,"Posted November 10, 2014.",,252490,No ratings yet,True,0
,"Posted October 11, 2014.",,244850,No ratings yet,True,2
,"Posted February 27, 2014.",,104900,No ratings yet,True,2
