funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
171 people found this review funny,"Posted October 7, 2014.",,319400,438 of 641 people (68%) found this review helpful,True,2
105 people found this review funny,"Posted December 8, 2015.",,351900,62 of 106 people (58%) found this review helpful,True,0
,"Posted June 6, 2014.",,440,4 of 5 people (80%) found this review helpful,True,1
,"Posted March 14, 2014.",,248820,1 of 1 people (100%) found this review helpful,True,2
,"Posted November 15, 2014.",,274310,1 of 3 people (33%) found this review helpful,True,1
,"Posted September 9, 2014.",,11240,1 of 3 people (33%) found this review helpful,False,0
3 people found this review funny,Posted May 5.,,234140,0 of 2 people (0%) found this review helpful,True,2
,"Posted June 16, 2015.",,244850,0 of 4 people (0%) found this review helpful,True,1
,"Posted August 18, 2014.",,67370,No ratings yet,True,0
,"Posted March 14, 2014.",,219740,No ratings yet,True,0
