funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted November 26, 2014.",,440,2 of 2 people (100%) found this review helpful,True,WTF? Used To Be 19.99$ USD. Whatever Anyways Very Great Game Unfortunatley The Models For any class are errorsProbaly Is My GMOD Anways 100% Reccomend For People Who Like to go through an Awesome Life In 1 Awesome Game Valve If You Make Team Fortress 3 Make it like this Please!!!!!!!!!!!!!! ;( ;( ;(!!!!!!!!!!!!111111!!1!1!1111 !!!!!!!!!!111 Really Am Looking Forward To See TF3 In 2015.
1 person found this review funny,"Posted December 29, 2014.",,730,1 of 1 people (100%) found this review helpful,True,100% Better Than COD Ghosts I mean like seriously They Think COD Ghosts Is Next Gen I call it Last week!
,"Posted August 13, 2014.",,304930,1 of 1 people (100%) found this review helpful,True,IT IS HARD TO LIVE
1 person found this review funny,Posted April 1.,,346110,0 of 1 people (0%) found this review helpful,True,Umm i dont own this
1 person found this review funny,"Posted April 2, 2014.",,51100,0 of 3 people (0%) found this review helpful,True,Best FPS Ever!!!!!
,"Posted March 24, 2015.",,222880,No ratings yet,True,i Reccomend this Game it Is Quite Next Gen When it comes To The Graphcis Kinda Like cod ghosts But better!
,"Posted March 14, 2015.",,277590,No ratings yet,True,♥♥♥♥ing amazing!
,"Posted January 11, 2015.",,239660,No ratings yet,True,better than Cod am i right
,"Posted May 16, 2014.",,233270,No ratings yet,True,Its sexual Enough
,"Posted March 16, 2014.",,104900,No ratings yet,True,Its the Best Game I have ever played!!!!!!11!!1!!1!! GET IT NOW!1!!!1111!!
