funny,posted,last_edited,item_id,helpful,recommend,review
,Posted July 18.,,330830,1 of 1 people (100%) found this review helpful,True,I want season 2 and i want it now god dammit!
,"Posted October 20, 2015.",,319630,1 of 1 people (100%) found this review helpful,True,Best feels trip i've ever had.
,Posted August 4.,,498240,0 of 1 people (0%) found this review helpful,True,So far so good
,Posted July 25.,,250320,0 of 1 people (0%) found this review helpful,True,I'll huff and puff you to jail.
,Posted June 17.,,221100,6 of 14 people (43%) found this review helpful,False,This game is still in Alpha.
,Posted July 6.,,201830,0 of 2 people (0%) found this review helpful,False,Residentsleeper
,Posted September 17.,,385760,No ratings yet,True,Best nba2k game so far. All these bad reviews are from people playing the games on a potato and or don't know how to update their drivers.
,"Posted September 11, 2015.","Last edited September 11, 2015.",287700,No ratings yet,True,Hold me while i cry ;_;
,"Posted July 23, 2014.",,304930,No ratings yet,True,Has hitmarkers 10/10
,"Posted July 4, 2014.",,730,No ratings yet,True,Can flashbang teammates 10/10
