funny,posted,last_edited,item_id,helpful,recommend,review
502 people found this review funny,"Posted July 23, 2015.","Last edited July 23, 2015.",270550,514 of 625 people (82%) found this review helpful,True,"-Click Steam-Log in to Steam-Wait for Steam to start responding-Steam finally loads-See what games are on sale-See Yet Another Zombie Defense for $1.99-Buy it-Play it-Die-Play-Die-Play-Don't die, make an impenetrable wall until I got sick of staying in a fortress-Buy 6 more copies and tell my friends to play with me-We play-We die-We play-We die-We play-We don't die, we make an impenetrable wall until I got sick of staying in a fortress and press f12 to pretend I lost connection :)-10/10★Yet Another Great Zombie Game★"
2 people found this review funny,"Posted May 18, 2015.",,10500,13 of 17 people (76%) found this review helpful,True,"A very fun game, it is a shame that there is no MP Campaign, it would be MAYBE better than Rome II and Attila! :DD"
,"Posted July 26, 2014.",,228400,3 of 4 people (75%) found this review helpful,True,REALLY-REALLLY-GOOD_GAME!!!!!
1 person found this review funny,"Posted August 4, 2015.",,274940,2 of 3 people (67%) found this review helpful,True,"DEPTHBad PointsAre there any Bad Points?There are quite a few actually, they are these:A good game for a good computer, mine isn't too good, so not the best experience.Its a tad too laggyIts very slowThere are alot of hackersGood Points:Are there any Good Points?Yes there are, these are:Graphics are cool, but I had to turn them down cause it became too laggy.If your a hacker, enjoy!Need a good Computer, so if you do, you will love this game, especially as its multiplayer si fun with a few friends!You get to play as a shark, doesn't get much cooler than that!! Was my review good? Yes/No?Please Comment and Judge with THumbs Up/ Thumbs Down :steamhappy:"
1 person found this review funny,"Posted December 16, 2013.","Last edited June 11, 2015.",440,2 of 3 people (67%) found this review helpful,True,I REALLY recommend this game it is the best and you will never get tired of it!NEWSFLASH:I just got tired of it xD
1 person found this review funny,"Posted March 9, 2015.",,325610,6 of 11 people (55%) found this review helpful,True,"This game is very good, but is highly overated, I do reckomend it, but limit it's playing time."
,"Posted April 29, 2014.",,231430,2 of 4 people (50%) found this review helpful,True,Best-game-ever-highly-recommended!!
,"Posted May 31, 2014.",,236390,2 of 6 people (33%) found this review helpful,False,"This game is really bad, i think that anyone that see's the trailer thinks it is good, that y i got it. But it is decieving and is really bad to play! DO NOT GET IT!"
2 people found this review funny,"Posted September 30, 2015.",,259800,7 of 17 people (41%) found this review helpful,True,"I love it, nothing like a head getting cut off :)"
,"Posted July 6, 2015.",,298240,No ratings yet,True,"This game is great, at a beta stage so nothing fancy has come out really, but I've loved it and I think YOU will too boys/girls/old-dudes!"
