funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted October 28, 2014.",,730,1 of 1 people (100%) found this review helpful,True,"Head shots make the most satisfying sound!Very hard to learn and very rewarding!If you love FPS this is a must get, not many skills transfer but these skills will transfer to other games!"
,"Posted October 28, 2014.",,218620,2 of 3 people (67%) found this review helpful,True,"Amazing game! It pulls on a lot of skills to make a successful heist. You need a good team, a team that communicates and a team that has experience.Play with friends and RP a little! Makes it heaps better!Worth every cent!"
,"Posted January 1, 2014.",,221100,2 of 3 people (67%) found this review helpful,True,"never seen another player, but the shock of seeing a zombie and thinking its a person... pfffhaaa!10/10"
,"Posted November 6, 2014.",,250900,12 of 23 people (52%) found this review helpful,True,first life I died to a boss that was poop 10/10
1 person found this review funny,Posted February 8.,,239030,1 of 2 people (50%) found this review helpful,True,GLORY TO PAPER WORK!
,"Posted June 9, 2015.",,252350,1 of 2 people (50%) found this review helpful,True,"10/♥♥♥♥♥♥♥10You have a problem, you only have $10.00 in your steam wallet and you want a new game that is amazing? Well my little droogy! This game is all the amazing-ness of the orignial Double Dragon, but better! If you love 2D fighting games, this is the game for you!"
,"Posted October 28, 2014.",,440,1 of 2 people (50%) found this review helpful,True,"Do you like hats? Do you like updates that only add hats and not guns?Do you like to work as a team?! Hence the team in 'team fortress'This game actually promotes team work, you won't win if you all play soy, but you will win if you have a balanced team!10/10 hats"
,"Posted October 1, 2014.",,323500,4 of 9 people (44%) found this review helpful,True,"This game is awesome!play with friends and plan it out like a real heist and it makes the game so much more fun!if this game was made into a movie, i would watch it so much!"
,"Posted October 28, 2014.",,222880,4 of 42 people (10%) found this review helpful,False,"AI pathing is horrible! There's levels where they just stand at a wall and try to jump over. Again with the AI they can see you though anything, even on easy they track you through smoke and corn fields. Just because of this I didn't try multiplayer Pros: guns feel amazing to shoot!! The gun noises are so smexy!"
,"Posted October 28, 2014.",,219150,No ratings yet,True,100/10• free things in payday• tight controls• awesome story• amazing music (and I hate this kind of music)• great graphics• fast game play
