funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted February 10, 2014.",,236510,4 of 4 people (100%) found this review helpful,False,DONT BUY THIS GAME ITS  NOT WORTH ONE CENT!Lucky I got this as a gift 0/10
,"Posted December 19, 2014.",,286040,3 of 4 people (75%) found this review helpful,True,"In my opinion this game was bad but then i learnt that it was made by one man.And now i will be more forgiving of flaws due to lack of man power.Graphics arnt the best (again lack of man power).This is a ok game, Its basically dead space but with zombies.So if you are looking for a low price zombie game this is it!"
1 person found this review funny,Posted June 26.,,381210,1 of 1 people (100%) found this review helpful,True,this game...pros-meg-wraith-fun with friends-scarycons-meg-wraith-matchmaking-only fun with 3 or more people-kinda scary-gives suicidal thoughts8/10would drink bleach again
1 person found this review funny,"Posted January 27, 2014.",,10220,5 of 11 people (45%) found this review helpful,False,Not Bad But not good either i played this for a bit then got bored of there crappy AI they get stuck behind walls none stop! Also enemys can stand in front of a door so you can get through then there hands come through the door so you can still kill them but there bodys block the door so it is impossible and half the time it dosent even work!!!! over all good killing but bad AI.if you are looking for a disapointment get this game.
1 person found this review funny,"Posted August 23, 2014.",,241540,0 of 1 people (0%) found this review helpful,True,This game is one of the greatest zombie games with a story
1 person found this review funny,"Posted May 10, 2014.",,223710,0 of 1 people (0%) found this review helpful,True,this game is great ofther than the act that after i played this and went to bed i wondered why the ♥♥♥♥ did i play this before i wnet to sleep now my nightmares seem real! GET THIS (gaphics are ok so not that scarry i was exaggerating)
1 person found this review funny,"Posted January 27, 2014.",,233450,0 of 1 people (0%) found this review helpful,True,One of the best games ive ever played. I loved this game as soon as i placed the first block. BUY THIS GAME!!!! 20/10
1 person found this review funny,"Posted January 27, 2014.",,211820,0 of 1 people (0%) found this review helpful,True,A GREAT game worth ever sent! Dont think about buying it BUY IT!!!!!
,"Posted January 19, 2014.","Last edited January 27, 2014.",200710,0 of 2 people (0%) found this review helpful,True,If you are looking for a good action and adventure game this is the game for YOU!
1 person found this review funny,"Posted December 27, 2013.","Last edited January 27, 2014.",251570,0 of 3 people (0%) found this review helpful,True,this is a good action adventure game that is worth every single dollar!If you have enough money please do me a favor buy this game 10/10
