funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted August 13, 2015.",,4000,1 of 1 people (100%) found this review helpful,True,have a mass rdm on darkrp
1 person found this review funny,Posted June 17.,,282440,0 of 1 people (0%) found this review helpful,True,dead
,Posted September 18.,,444090,No ratings yet,True,aim down the sights for viktor is a gr8 skill
,Posted June 22.,,304930,No ratings yet,True,-tries to join game with friend-game full-slots 22/2410/10
,Posted April 21.,Last edited July 4.,368730,No ratings yet,True,got it for free so i have to upvote it
,Posted February 20.,Last edited June 2.,730,No ratings yet,True,skin insanity
,"Posted July 9, 2015.",,207140,No ratings yet,True,lost all my friends
,"Posted November 19, 2014.",,24200,No ratings yet,True,i didnt need lex luthors/supermans or somethings help
,"Posted September 15, 2014.",,440,No ratings yet,True,this game is now my life
,"Posted January 30, 2014.",,212800,No ratings yet,True,this game is very addicting its fun to play if you are board
