funny,posted,last_edited,item_id,helpful,recommend,review
80 people found this review funny,"Posted December 25, 2015.",,251060,58 of 71 people (82%) found this review helpful,True,"-Bots has cheats-Never ending reinforcements for the bots-AI too smart-Russia use stalinium on every tanks-T-72 1 shot Abrams-Japan has more than 1,000 tanks in reserve-Kim too stong-K1 is the best tank in the game-Spetsnaz too op-Too much freedom-SAMs hit every thing-Cobra every where-No putinGG 8/10"
1 person found this review funny,"Posted October 25, 2014.",,24240,5 of 5 people (100%) found this review helpful,True,"out standing FPS,very good game8/10(-1 for a civilian who ALWAYS taking a bullet for the police)"
3 people found this review funny,"Posted June 26, 2015.","Last edited June 26, 2015.",374301,11 of 17 people (65%) found this review helpful,True,c*ka
1 person found this review funny,"Posted October 25, 2014.",,207815,4 of 4 people (100%) found this review helpful,True,M79 to u face
,Posted September 18.,,242860,1 of 1 people (100%) found this review helpful,True,I buy this game 3days ago and i already got a PTSD
,Posted January 20.,,239030,1 of 1 people (100%) found this review helpful,True,10/10'would denied foreigner again'
,"Posted August 8, 2014.",,263400,2 of 5 people (40%) found this review helpful,True,10/10 very gooddddddddddddd game!
1 person found this review funny,"Posted June 22, 2015.","Last edited June 22, 2015.",366660,1 of 3 people (33%) found this review helpful,True,like if you buy this just for soundtrack
,"Posted November 13, 2015.",,416130,No ratings yet,True,GOTY 2015   best yuri simulator out there
1 person found this review funny,"Posted September 8, 2015.",,41700,No ratings yet,True,I just noscope the monolith.GG best game ever
