funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted October 27, 2014.",,4000,2 of 2 people (100%) found this review helpful,True,Can build a tub full of babies and ride it down a icy hill.....11/10 would play again
,"Posted October 23, 2014.",,224480,1 of 1 people (100%) found this review helpful,True,"10/10, Best banana slipping simulator EU"
,"Posted July 16, 2014.",,263060,2 of 4 people (50%) found this review helpful,True,Game Of The Year
,"Posted September 26, 2015.",,388090,No ratings yet,True,"This game is the most terrifying of the series without a doubt, if your looking to get yourself scared then this game is for you! Turning a light on has never been more creepy! And you'll get what I mean when you play...."
,"Posted September 18, 2015.",,220,No ratings yet,True,"A game that gave me an immersive experience like no other. A game that although you may nedd a walkthrough with here and there, is on hte edge of perfect....HL3 pls"
,"Posted September 5, 2015.",,200260,No ratings yet,True,"It's a great game, but really don't expect to get 100% Dem riddler trophies take 3 playthroughs of time after your finished with the story...But otherwise, GOTY title is very well deserved!"
,"Posted February 15, 2015.",,245470,No ratings yet,True,Australia and Germany's main political statistics according to the game are vegimite and beer consumption......Canada...Canada has moose population...
,"Posted February 15, 2015.",,332800,No ratings yet,True,"Kinda like slender, except you may need more pants... A lot more pants...As a matter of fact, I want you to rob every pants factory in a 30 mile radius of your home... ...and guess what...                                             ...THERE PROBBALY AREN'T ANY!...Congratualtions, your playing Five Nights At Freddy's WITHOUT PANTS!!!........I hope you can clean the chair after 10/20 mode...PS: Slender is much less scarier, play that, requires less pants too"
,"Posted June 30, 2014.",,212680,No ratings yet,True,"This game is awesome! If your thinking of buying this game, it's worth every cent you spend. Plus, the soundtrack is beast!"
,"Posted March 21, 2014.",,219740,No ratings yet,True,"Like a 2D-3D version of Terarria.Unique, hard, time-consuming and fun!"
