funny,posted,last_edited,item_id,helpful,recommend,review
1 person found this review funny,"Posted March 18, 2014.",,620,2 of 2 people (100%) found this review helpful,True,This is a good game
3 people found this review funny,"Posted January 18, 2015.",,253710,3 of 4 people (75%) found this review helpful,True,mlg mule deer hunting
1 person found this review funny,"Posted May 8, 2014.",,219740,1 of 1 people (100%) found this review helpful,True,Awesome game definately would recommend it. ROG is my favourite dlc its an awesome all rounder.
1 person found this review funny,"Posted November 2, 2014.",,104900,1 of 3 people (33%) found this review helpful,True,i litteraly cannot even.
2 people found this review funny,"Posted May 24, 2014.",,340,0 of 1 people (0%) found this review helpful,True,WHERE ARE MY DRAGONS?!
,Posted January 20.,,387990,1 of 7 people (14%) found this review helpful,True,Pretty top meme
,"Posted December 19, 2015.",,72850,No ratings yet,True,Pretty Dank
,"Posted June 13, 2015.",,730,No ratings yet,True,gr8 pot8 m8 i r8 8/8
,"Posted June 13, 2015.",,17520,No ratings yet,True,8/8 Gr8 B8 M8 this is my r8ing
1 person found this review funny,"Posted May 29, 2014.",,221100,No ratings yet,True,OMFG SOOOOO ♥♥♥♥IN GOOD
