funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted July 17, 2012.",,107900,0 of 2 people (0%) found this review helpful,True,this game simply rocks
,"Posted May 18, 2012.",,104700,0 of 2 people (0%) found this review helpful,True,sexy
,"Posted January 6, 2012.",,440,0 of 2 people (0%) found this review helpful,True,good game
,"Posted December 27, 2011.",,113400,0 of 2 people (0%) found this review helpful,True,it's a relli good game nice graphics but check it before downloading tht u can run it or not k if not dont worry ask me on steam k :)
,"Posted December 13, 2014.",,43110,1 of 5 people (20%) found this review helpful,True,Love this game.Must have
,"Posted January 9, 2015.",,224420,0 of 3 people (0%) found this review helpful,True,It's ♥♥♥♥ing great go for it.
,"Posted December 28, 2011.",,80,0 of 3 people (0%) found this review helpful,True,:D
,"Posted November 8, 2014.",,297020,1 of 6 people (17%) found this review helpful,True,Holy ♥♥♥♥ i just found m noob to this game.It's pretty tough i would highly recommend it but i doubt about price better buy it when it is at sale
,"Posted October 31, 2014.",,222900,1 of 7 people (14%) found this review helpful,True,worth it :D
,Posted August 17.,,319630,No ratings yet,True,After playing this one can really say LIFE IS STRANGEBUY THE WHOLE GAME WORTH IT :D
