funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted December 27, 2015.",,246420,1 of 1 people (100%) found this review helpful,True,"A very well done Td game, with a unique taste and art only worth the buy however if you wish to support the developers on there other games as kingdom rush is free online with a few features missing but more or less the same."
,"Posted December 27, 2015.",,289130,1 of 1 people (100%) found this review helpful,True,For those who DID enjoy Sid miers CIV 5 then Endless legend gives a fresh breath to the 4x genre where each faction actually has notable advantages and disadvantages where CIV 5 was strongly lacking
,"Posted December 27, 2015.",,234630,1 of 3 people (33%) found this review helpful,True,"Amazing game, Amazing graphics but to those who lack a steering wheel good luck :D"
,Posted January 2.,,253030,No ratings yet,True,"♥♥♥♥ing zoom zoom, I think straight up if you're looking for whether or not this game is worth is soley dependent on if you enjoy casual games this game offers a somewhat medium to high range replayability, after completeing all the objectives the games difficulty definetely rises between each region so expect for alot of crashes and thats not even an understatement, so buy it if it's on sale definetely otherwise its simply whether you enjoy fast paced games"
,"Posted December 27, 2015.",,249050,No ratings yet,True,A very punishing yet rewarding game only 2 difficulties very easy or easy don't be fooled however as the difficulty ramps up very quickly.
,"Posted December 26, 2015.",,418340,No ratings yet,True,"Complete Bias RWBY FAN, Giving the Game a thumbs up :D"
,"Posted December 22, 2015.",,223850,No ratings yet,True,An amazingly well done Benchmarker definitely a worthwhile add to user whom really want to know what there getting out of there PC
,"Posted July 7, 2015.",,263020,No ratings yet,True,♥♥♥♥ing stab your opponent in the heart as a starwhal what else is there you want from a  review worth your cash is very casual
,"Posted June 30, 2015.",,287980,No ratings yet,True,This game though simplistic at first looks is actually a very indepth game with strategy and managment skills a must included with multiple maps the fun never ends also you get to be a train master
,"Posted May 16, 2014.",,245550,No ratings yet,True,Amazing movie whether or not your a dota fan or not i belive it is a documentary worthwhile
