funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted October 11, 2014.",,237110,2 of 2 people (100%) found this review helpful,True,:D
,"Posted May 28, 2014.",,440,2 of 2 people (100%) found this review helpful,True,มันดีจริงๆครับ
1 person found this review funny,"Posted November 1, 2014.",,206420,1 of 1 people (100%) found this review helpful,True,More bug = More fun!!!!!!
,Posted April 26.,,413150,No ratings yet,True,goof
,Posted January 8.,,4000,No ratings yet,True,"y̢oų͜'̵͝r̷e̡ ̡́͞i͝n͝ ̕t̵͠he̷͡ ̷ś̛͠am̶̧ę͏ ͘͏͟b̸oa̛t̡̤͖͖͖͉̭͙̺͙́ ̫̜͉͇͚͇̘̫͎̥̬̳͖̭͡͞a̶̵̞͕͈̝̯̝͇ͅs͏̵̀͢͏͍̥͈̰͇̙̙̹̥͖͇̰̦̺̞̺̺͎̖ ̞̬͕̖͎̬̺̠͓͖̩̠̩̖̤͍̜́̕͝ḿ̡͙̠̪̭̗̜͔͘͠e̷҉͔͉͖̖̜̦͔̙̱̞̟̞̻̩̥̫̜͢ ̧͏͈̰̺͙̝̜̦͎̩̦̞̤̻͢ͅa̴̬̩̭͚̯̤̤̗͍̜͓͓̘̗̘̳̤̠͞ṋ̴̡̪͕̯̪̬͔̬͚̺͚̟̝̞͢͢ͅd̢͔̩̲̩͔̠̯̝̝̻͚̺̭̪̣͡ ̵̨͓̘̦͈̺̣̼͎̖͖̭̱͕̮̜͕̀̕͞s̛͚̘̩͚͖͉̦̠͓̀ͅa̷̷̫̪͉̳̺͓̗̜̤̝͇̬͇̱̩͡͝ͅͅͅc̷̖̞̠̖̝͖̰̹̪̱̦̮̖͜ͅͅr̡̻̠͚̲͖̘̳̯̠̹̝͖̣̹̰̘̘̥͞i̢͈̗̖͚͔͇̹̮̳̳̮̫̰͢͞ͅͅf̛̛͜҉͚̭̬̮͚̫̯̳͈̲̮̜͖͚͎̳̥ͅí̵̛͕̭͉͔̺̲͕̯̼̟̺̀c͏̵͈͍̯̭͙̮̦̩̻͚͙̖̰̻͈̱̖͕̲͢ȩ҉̞͙̩͇͖̤̲͈͘ḑ̸̸҉̝͇̜̰̗̠̺̲̝̟̩̼̩̘̩̭ ̴̤̳̲̦̟̫͉͜y̷̙̬̪̺̖̘͎̙͓̫̦͖͇̹͙͘͘͢ͅo̸̸̶̢̡̹̭̱̩͙͉͍̜ų̨͏̛̮̩̲͙̬͍̼̼̩̰̲̭̱͕̩r̡̕҉̯̣̝̹̝͍̮̫͍͈͎̩̟͚͙̞́ ̵̧̛̛̮͍͙̳̗̹͍̳̣̣͈̟͉̞̞̘͎̺k҉̴̸̯͍̩̼̟̩̤́͟ͅe̴͠͡͞͏͔͉̝̖̙͍̘̳͚͔̞̟͍͉̯͍̩y̢͍̹̜̪͎̟̫̘͔̱͕͙̙̘̜̜̗̺͟͟b̶̸̼̺̲͇͙̖̠͚̫̠̫̜͔̘̮̞̥͜͠o̢̝̥̣͈̩̞̠̞̙̘͖̗̮̮͇̱͘͢͜͞a̴̛̤̖̼̹̮̦̪̘͍͎̙̗̭̻̠̫͢͜ͅr̵̴͔̮̭̖͖͈̪͎͕̖̜͙͖̻̹͢ͅͅd̘̰͉͕͡ ̴̡̕͏͉̣̜̬̼̘̣̜̫a͎͙͍̳͚̖̠̤̩̙͉͢ͅń̗̹͓̩̭̻̦̟̭̘͖͖͇̰̹̘̘̩́ḍ̵̻̟̻̪̤̹͍̻͔͉̟͇̯̀͝ͅ ̴̸̨̨͖̫̱͈ś̢͍͔̲͓̙̭̣̱̱̝̘̪͇͕͡ͅơ̛͏͖̱̖͎̩͖̬̥͈̪̻̺͞ứ̻̭̺̳̟̯̬̯̥͚̠̱̣̥͙ḽ̛̻̜͔̮̯̳͚͈̫̪̝̣̮͈̖͈̗́ ̸̸̖̻̰͍̹̰̱̺͍͖̀͢͜t̡̧҉͖̫̣͓̥̯͉͕͍̟̹̺̦̫̟́͘o҉̻̮̩̪͎͍͈̥̮̹̹̦͎̗̙̣̩̹̺ ҉̶̡̧̻̘̩̲͚̲͙̩͇̖̭͈̯͢ͅt̢̢̟͚̣̯͎͖͉̙̗̩͜͠h͘͞͏̘͔̖̲͓͔̤̠̞̫̯͖̩̦̙̗̮è̷̵͍͖͚̜̤̯͔̰̜̀ ̶͓̖̘̖͉͔̺͎̫̠̪͘g̀͡҉̩͇̥͉͕̳̝͍̱̰̫͚̭̮̰̠̮̤ĺ͓̬̺̺͕̼͔̮͞ͅo̢҉͍͔̟̞͉̘͔̮̬͔͚͙̺̳̜ŗ̸̵̧̤̪͚̰̜̘̯͓̭̝̼̝͎͎̗͍̜̀į̴̛͔͇͚̫͚̣͎̼͎̗̟̰͎̥̱͎͘͘ͅo͉̗͙̻͈͈͎͍̘̬̱̩͕͘͜͜ư̶̸̧͔̹̰͙̩̘̦͓̻͙͝ͅs̷̷̛̰͍͕̮̼͖͓̱̻̻̟͇͈͓͞ ̷̢͉͚͙̯͓͇͙̮̖̟̩̘̲̞͢͞L̡҉͍͎͇̬͓̪̠̠̫͉̩͍̫̞͈̘͇̜ͅó̷̯͍̜̟̪̠̙̪͖̠̙̬͇̻̕͝ŕ̷̲̻̙̜͖̲̻̰̻̘͓̫̖̮̰̞̠́͟͞ḑ̸͓͇̫͓͓̻̗͖̭̘̕͢ ̷͇̼͙̤͔̫̙̀͜͠͝ͅS̴̛͕̖͇͓̤à̵̹̘͉̻͓̙̫͎͓̙̮͖̝̯͎̻̙̀͘ţ̴̝̝̰̺̤͎̥̫͍͍͈͔͡a̢͘҉̟̼͚̺̼͈͖̱̞̙̙̟̗̙͉͇͜͜ǹ̴̹͈̹̱̜̤͙̗.̶̢̧̲͎͎̟̥͞ ̢̨̜̪̫͓͙̗̹̲̩̹̮͈̮̘͈̀͟A̸̭͍̠̘͖̲̼͙͜ ̛̹̦̟̬̱̗̣̠̭͠ŗ̧҉͖̙̥͚͡e̴͉̣̯̹̗̪͔̟̜̲̥̼̜͞͝á̹̻̞̗̪͚̯͙͎̜̺̠̳̝̙̞̫͡ͅl̶̜̼̺̬͢͟ḽ̷̸̡͕̼̩̘͕͎͢͞ͅͅy̨̹͎͉̰͉̹͓͍̮̞͢͟͠͡ ̀͠͏̡̖̲͕͚͎͍̗̥̠̟͈̣̬ḛ̲̗̤̦͇̰͖̬̮̱̯͟͠͞n̴̷̶̢͍̬̭̹͎͎͚̙̱͚̤j̞̭̟̳͈̮̞̫͉̱̹͓̫͎̦̟̀͟o̸̹͙̥̳̳̹̞͍͓̼̤̺͘͡ͅỳ̜͍͎̲͔̳̘̬͙͉̘̳̼̮̜͖͍͟͟a͏̦͎̼̩͝͠ͅb̷̦̯͉̜̹̟͇̩̲͖̗͔̖̺́̀ͅl̶̡̧̤͕̠̲̣̳̥͙̤̕͞e̶͍̱̞̣̬̪̠̗̣̮̙̼̬̥͈̻̣͢͝ͅ ̵̧̙̯̦͕̘͉̟̕ͅe͏̨̕҉̜̼̬̻̘̻͙̙x̸̧̧̦̭̺̯̤̞̱̺͚̙͈͍̮̩̻̗̦ͅͅp̴͓͓̪͚̯͢͞ͅę̴̸̟̪͉̫̙̟̳̬̖̙͉͈̠̮̖͠ͅŗ͡҉̷̤̮͚̜̺̗̫̩̼̼̥̹̹͕͇̗͓̣̣i̸̢̭̪͙͚̟͉̝̺͎e͏̛̲͎͍̪͔̳̠̣̳̞͖̗̝͚͉͓͔͚̪͘͠n̸̷̵̯̙̻̻̻̜̹͈͖̖͕̻͇͜c̴͕̠̙̙̕e҉͏͍̲͇̹̰͚̝͚̱̣̖̥̬,̡̠͎̝̭̥̦̙̗̠̩ ̨͔̱̺͝d̸̸̘͚̩̲͈̘̝͕͇͍̱̝͝e̸̡̧̪̻̺̰̬̺̲̜̕f̸̪͍̤͖͍̕͟͟į̳͈̬̟̙̫͎̮̪͓̹̖͔̠̬̗̲͢͝n͏̶̴͇̯̜͕̰͎̺̳̹͍͍̕ͅí̷̷̧͏̰̝͚̤͍͈͉t̰̠̭̱̰̗̟͖̀͞e̵̦̤̹̗͉̞̣̯̝͇̞͇̗̣̰̺̖̲͜l͏̧̛͕̣̜̝̙̤̘̬͔̣͉͎͖͕͔͕̩̤͡ͅy̸̸͍̮̯̼̻̥̫̖͓̙̲̙͓̱̝̫͝ ̸̧͓̙͍̯̠̩̹͎́͜a̢̡̡̯̜͍͎̲̼̞̯͜͞ ̴̖͔̣͍͖̮̰̜̺̘͎̝̰͎̞̳̞́͘͠ṱ̛͎͓̠̜̫̦̭͇͙̪̩͜ͅé̸̡̪͇̫̭͟n̛̫͍̦̫̱̘͘͟͡͡ ̴̨̮̬̤͜͢͡o̷̶͙̱̥̼̱͕̗͔͖̟͚͜ú̷͈̺̻͔̠̣͓̠̟̦̫̖͉̯̗̯t̵̠̼̘̬̼̤͕͕͚̝̫̖͡ ͏̴̷͇̹̺̼̰̬̜͕̱̰͓̗̙͍̺͈͓̦͘͟o̢̡̠̖̭͖͎̻̪̣̺͉̘͢͠͞ͅͅf̨͕͕̤͟ ̀͟҉̯̻̦̝̪̮͓͖̥t̡͓̱̱̮̗̗̦͔̣̲͢͝ͅS̴͏̫͇̟̝̳̣͙̭̱͕̲̘͟O̴̼̬͕͙͉̕M͏̶̠̮̰͚̼̭̖͍̬̹͇̭̣͞E̵̪̣̠̯̟̩̙̙̕̕B̷̹͍̥̰͖̯͚̼̤̞̙͇̰̮̲͍́O̧̢̡̜̩̗̗͉̠̥̳̖͈̖͞D̷̷͈͕͙̩̘̭͜Y̷̷̬̘͔͍̕͞ ̷̸̛̻͉̮͓͈͔̲̼̼̱̬͞͡H̴͘͡͏̸̖̘̖̞̗͙̫̳̯̪̙͓̮̮̞͎̝Ȩ̭͈͕̟̯̭̗̤͔̭̘̜͈̙̼͞Ĺ̸̡̘͙̻̰͟͝P̸̶̡̤̼͇̳ ̧̛̝̻̱̳́͜͞Ṃ̛͍͎͕͇͇̣͖̝̘̩͍̕Ę̵͈̜͉̣̲̮ͅ ̡͔͔̪̀ͅB̢͞͏̷̬̺̤̠ͅĘ̨̢̳̮̹̬͖̘̻̼̲̞̕F̴̥̗͓̤̜͕͓̞͔̳̦̫̻̬͉̼̘̠̀"
,"Posted June 17, 2015.",,218620,No ratings yet,True,หลังหัก...
,"Posted September 21, 2014.",,8190,No ratings yet,True,สนุกมาครับ สมจริงมาฟฟฟ
,"Posted September 13, 2014.",,222900,No ratings yet,True,สนุกดีครับ ตอนแรกไม่ค่อยเข้าใจระบบเกม พอเล่นมากๆ ทำให้รู้ว่ามันสนุกครับ
,"Posted September 7, 2014.",,105600,No ratings yet,True,ดีมากๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ10000000/10
,"Posted July 19, 2014.",,304930,No ratings yet,True,เกมส์ นี้ดี เล่นมานๆ
