funny,posted,last_edited,item_id,helpful,recommend,review
33 people found this review funny,Posted March 8.,Last edited March 9.,365590,360 of 660 people (55%) found this review helpful,False,"You really shouldn't. I think it's too boring. Imagine Warframe, except developed by Ubisoft, and costs $61.95. Not fun.  But thats my opinion."
,Posted February 27.,,383870,1 of 1 people (100%) found this review helpful,True,A damn fine game. Can be a bit spooky at times.
,Posted January 3.,,8190,1 of 1 people (100%) found this review helpful,True,The hardest enemy in this entire game is the camera...10/10
,"Posted November 27, 2015.",,245170,1 of 1 people (100%) found this review helpful,True,~How to play Skullgirls~Step 1: PlayStep 2: FapStep 3: Play
,"Posted October 20, 2015.",,273110,1 of 1 people (100%) found this review helpful,False,Looks like its from 1991
1 person found this review funny,"Posted September 3, 2015.",,4000,1 of 1 people (100%) found this review helpful,True,I haven't eaten in 4 days...help me.
,"Posted August 19, 2015.",,38210,1 of 1 people (100%) found this review helpful,True,I thought this was a platformer...I lost $3 the day I bought this game...and I can never get them back...
,"Posted June 3, 2015.","Last edited December 24, 2015.",235070,1 of 1 people (100%) found this review helpful,False,Think this games good?Think again.
,"Posted October 20, 2015.",,363460,1 of 2 people (50%) found this review helpful,True,Get it...but don't keep it
1 person found this review funny,"Posted July 6, 2015.","Last edited July 7, 2015.",227940,2 of 4 people (50%) found this review helpful,True,Its like 'real' war. You need to look carefully and act surely with every motion also don't ride bicycles...they are satan spawns
