funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted June 26, 2014.",,105600,3 of 3 people (100%) found this review helpful,True,"Very addictive and very challenging,if you love minecraft,2D game,sandbox,and survival this is the right game for you"
,"Posted September 24, 2014.",,49520,1 of 1 people (100%) found this review helpful,True,Teach me how to become badass10/10 would be a badass again
3 people found this review funny,Posted February 6.,Last edited February 6.,200510,0 of 1 people (0%) found this review helpful,True,Sniper with 86% chance to hit*missHeavy with LMG have 16% chance to hit*critical hitMiss/10
1 person found this review funny,"Posted June 18, 2015.",,206190,0 of 1 people (0%) found this review helpful,True,Watch dog: Low budget edition
,"Posted June 16, 2015.","Last edited December 20, 2015.",211820,0 of 1 people (0%) found this review helpful,True,Terraria in space
,"Posted December 21, 2015.",,299360,No ratings yet,True,Team fortress+Minecraft=This game
,"Posted July 17, 2014.",,304930,No ratings yet,True,Kicked by my own serverRate:7/10
,"Posted May 31, 2014.",,265930,No ratings yet,True,You're a goat.That's All
,"Posted May 31, 2014.",,222900,No ratings yet,True,"need some asia server,but still...is the best ZOMBA game i ever played"
,"Posted May 30, 2014.",,274190,No ratings yet,True,Total Destruction Simulator 2014
