funny,posted,last_edited,item_id,helpful,recommend,review
,Posted September 1.,,275850,17 of 21 people (81%) found this review helpful,False,"No, If you any self respect... Dont buy this game."
1 person found this review funny,Posted June 16.,Last edited September 15.,292030,2 of 2 people (100%) found this review helpful,True,"Amazing game, Best RPG on the market without a doubt.- Looks amazing- Amazing Story- Perfectly Developed Characters- So So So Much to do its insane- Also you dont need to play the older games if you don't want to.Buy this game Plz"
,"Posted June 11, 2014.",,570,1 of 1 people (100%) found this review helpful,True,If sex was a game.... you would have dota.
,"Posted August 20, 2014.",,313340,3 of 5 people (60%) found this review helpful,True,Tis game is 10/10 dem feels stike the heart like a weedkiller on meth. careful for you may waste your life away on this amaze game dat will tug your hert strungs and meek you sud inseed :'( .
1 person found this review funny,Posted July 19.,,431240,1 of 8 people (13%) found this review helpful,False,"THis game is ♥♥♥♥ing awful, do not buy it. go and buy a fattiest burger and eat it, it would do better things to your health than this game will..."
,Posted March 13.,,437220,No ratings yet,True,- Every crate i open in the centre of the island explodes..10/10
,"Posted September 13, 2015.",,391720,No ratings yet,True,Door Opening Simulator 2015...
,"Posted May 16, 2015.",,264710,No ratings yet,True,Game froze after 4 hours of gameplay without saving 11/10.
,"Posted October 15, 2014.",,214490,No ratings yet,True,Its the ♥♥♥♥ tbh.
,"Posted June 11, 2014.",,242760,No ratings yet,True,Sex
