funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted December 18, 2015.",,550,1 of 2 people (50%) found this review helpful,True,Does not matter how old the game is if its 14 years old still be awsome to me keep at it Valve
1 person found this review funny,"Posted April 30, 2015.",,218620,1 of 3 people (33%) found this review helpful,True,Best Game OF all Time
,"Posted July 16, 2014.",,239160,0 of 1 people (0%) found this review helpful,True,MONEY MONEY MONEY!!!!
1 person found this review funny,"Posted December 18, 2013.",,4000,0 of 2 people (0%) found this review helpful,True,how can i update my gmodthe one that don't need steam
,Posted March 12.,,51100,No ratings yet,False,No Jest no this is jest NOOOOOOOOOOOOOOOOOO
,"Posted June 4, 2015.",,22380,No ratings yet,True,I love this game and its fun to kill both the legion and the NCR I HIGHLY recommend this crap if you like gore and epic graphics and NUKES.
,"Posted May 20, 2015.",,346900,No ratings yet,True,I can't get the wholy holy achivement and i have over 100k angels (forgive my spelling) but this game is AMAZING
,"Posted March 15, 2015.",,354500,No ratings yet,True,this is epic but pls when will episode 7 come out
,"Posted January 26, 2015.",,72850,No ratings yet,True,Best Game in my Life even Better then TF2 but both are my number 1 games but this sits on the throne of Video games for me.''FUS ROH DAH'' :D
,"Posted January 23, 2015.",,440,No ratings yet,True,Best game I ever Played in my entire Life ''right by your head ♥♥♥♥♥♥''
