funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted June 25, 2014.",,243870,1 of 2 people (50%) found this review helpful,False,It takes ages to get on a server and the maps are ment for the same team to win every time and is very annoying. So overall it takes a long time to even get on the server and then its just boring and frustrating
,"Posted March 12, 2015.",,204300,0 of 1 people (0%) found this review helpful,True,It is an amazing game that gets a little bit repetitive.7/10
,"Posted May 29, 2015.",,374570,No ratings yet,True,I never knew i needed this until now. This just made my day
,"Posted February 25, 2015.","Last edited March 12, 2015.",274190,No ratings yet,True,A fun arcade style game that is best played with friends10/10
,"Posted February 13, 2015.",,219150,No ratings yet,True,"Amazing songs and even better gameplay, this is the reason i love games."
,"Posted February 13, 2015.",,225140,No ratings yet,True,It's Duke at his finest!
,"Posted February 13, 2015.",,730,No ratings yet,True,Waited so long to get this and just recently bought it. Let me say it is definitely worth your money.
,"Posted February 13, 2015.",,233720,No ratings yet,True,"The music alone is reason enough to play it, but yhe real fun is murdering your patients in horrible ways!"
,"Posted February 13, 2015.",,239030,No ratings yet,True,"Somehow managing to be fun and boring, this is an amazing, story based game."
,"Posted January 9, 2015.",,265810,No ratings yet,False,A game that is boring and over expensive. 2/10
