funny,posted,last_edited,item_id,helpful,recommend,review
,Posted July 1.,,475230,2 of 5 people (40%) found this review helpful,True,The story made me cry.11/10 Would play story mode and cry again!
,Posted July 13.,Last edited July 14.,382110,0 of 1 people (0%) found this review helpful,True,"Best black screen simulator....Tried on a laptop, which is not supported I guess."
,"Posted November 4, 2014.",,9870,2 of 6 people (33%) found this review helpful,True,"There's Something Straaange In My Neighborhood, Who Ya Know Gonna Call ? GHOSTBUSTERS!"
2 people found this review funny,"Posted February 19, 2015.",,351570,2 of 7 people (29%) found this review helpful,True,It's like skyrim with zombies.11/10 would go zombies again
2 people found this review funny,Posted March 1.,,224540,1 of 6 people (17%) found this review helpful,False,Just like Skyrim with guns.
,Posted June 23.,,440,No ratings yet,True,>Starts the game>Join a server>Chose Medic>Game Starts>A guy starts screaming MEDIC!>Try to help him>Gets stabbed by a Spy>Exit game11/10 Would play as Medic and get stabbed by a Spy again!
,Posted February 4.,Last edited February 20.,349040,No ratings yet,True,Dattebayo!
,"Posted January 12, 2015.","Last edited February 7, 2015.",212480,No ratings yet,True,"Got a kart, got shot by someone, turned on the track.11/10 Would go kart again."
,"Posted December 23, 2014.",,4000,No ratings yet,True,Fapper's Mod
,"Posted April 1, 2013.",Last edited June 23.,730,No ratings yet,True,"When Team Fortress 2 become serious, this game happens."
