funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted October 8, 2014.",,224260,1 of 2 people (50%) found this review helpful,True,Really fun to play and it's free aswell Though not quite as good as left for dead 2 so when I got that is stopped playing
,"Posted September 22, 2014.",,440,1 of 2 people (50%) found this review helpful,True,Fun Game
,"Posted April 27, 2014.",,203160,1 of 2 people (50%) found this review helpful,True,This game is amazing it's got one of the best storylines I had ever played its says I have played 0.1 ours but really I have played about 30 I just played it offline and sweet deal on price too the one on ps4 costs 100$ and is ecsactly the same get this game :)
,"Posted November 30, 2013.",,49520,1 of 2 people (50%) found this review helpful,True,awesome game
,"Posted December 5, 2014.",,8500,1 of 3 people (33%) found this review helpful,False,This game is sh** it lags the fu** out and then it crashes
,"Posted October 8, 2014.",,241600,0 of 1 people (0%) found this review helpful,True,Great game gave me 27 hours of gameplay and was just really fun in general
,"Posted October 8, 2014.",,200210,0 of 1 people (0%) found this review helpful,False,I played this game for 1 hour then I quit because I reakised how crap it was
1 person found this review funny,"Posted January 15, 2015.",,261640,1 of 4 people (25%) found this review helpful,False,Good game but It's not like borderlands or borderlands 2 because playing the levels over and over gets tiring I don't know why but it becomes not fun after about 20-26 hours (the end of the game)  So overall waste of money and ripoff
,"Posted April 29, 2014.",,212070,0 of 2 people (0%) found this review helpful,True,This is such an awesome game it's also free to play which makes it even cooler the graphics on this are really good as well and I can not belive this is going to be playable with the oculas rift :D
,"Posted October 8, 2014.","Last edited January 13, 2015.",730,0 of 3 people (0%) found this review helpful,True,This game is amazing and is one of the best or maybe even the best fps game out there also nice and cheap for the amount of gameplay it will bring to youI Highly recommend it
