funny,posted,last_edited,item_id,helpful,recommend,review
,Posted June 3.,,304930,2 of 5 people (40%) found this review helpful,False,worst game ever made would rather play Sonic '06 than this ♥♥♥♥
,Posted June 13.,,730,No ratings yet,True,Decoy cans 2 strong 4 me
,"Posted October 9, 2015.",,4000,No ratings yet,True,"Sandbox: build and play with random ♥♥♥♥TTT: RDM everyoneProp hunt: hind in one spot for 3 mins and die from granades, then lose as hunter because some kid was in a ♥♥♥♥♥♥♥t spot 9/11"
,"Posted January 5, 2014.","Last edited September 29, 2015.",221260,No ratings yet,True,1.burn ♥♥♥♥2.money happens3.repeat10/10
,"Posted November 4, 2013.","Last edited September 29, 2015.",250500,No ratings yet,True,buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo buffalo
,"Posted September 30, 2013.","Last edited September 29, 2015.",400,No ratings yet,True,decent memei rate 8/8 m8
,"Posted September 21, 2013.","Last edited September 29, 2015.",239820,No ratings yet,True,this game let me make games about ♥♥♥♥ for children and let me become our lord gabenthere be more 9s in this game than in portal 211/10 - a score your games will never get.
,"Posted July 30, 2013.","Last edited September 29, 2015.",620,No ratings yet,True,this game is really ♥♥♥♥ing good.so good just thinking about it makes my balls explode10/10 best game
,"Posted April 11, 2013.","Last edited September 29, 2015.",440,No ratings yet,True,one of the most life draining games i have played m9
,"Posted April 9, 2013.","Last edited December 15, 2015.",224540,No ratings yet,False,how to enjoy ace of spades1.Join game2.Kill someone3.Get kicked4.Go to steam library5.Right click ace of spades 6.delete local contentthis game ruined the original
