funny,posted,last_edited,item_id,helpful,recommend,review
3 people found this review funny,Posted June 17.,,404090,4 of 20 people (20%) found this review helpful,True,i got it for $30get ♥♥♥♥ed everyone else XD
,Posted August 13.,,434250,No ratings yet,True,title is a good description of school shootings in america
,Posted April 27.,,234140,No ratings yet,True,storms are 2 spooky 5 me :(
,Posted April 23.,,200510,No ratings yet,True,fun
,Posted March 29.,,22380,No ratings yet,True,its k
,Posted February 28.,,730,No ratings yet,True,its ok
,Posted February 20.,Last edited February 20.,292030,No ratings yet,True,gwent is pretty fun
,Posted January 5.,,330830,No ratings yet,True,fingergun fight was awesome
,"Posted December 19, 2015.",,271590,No ratings yet,True,GTA online is pretty much loading screen simulator
,"Posted August 9, 2015.","Last edited November 27, 2015.",218620,No ratings yet,False,way too much dlc
