funny,posted,last_edited,item_id,helpful,recommend,review
,Posted March 20.,,22380,No ratings yet,True,like
,Posted January 10.,,391540,No ratings yet,True,que jogo ♥♥♥♥
,"Posted October 10, 2015.",,206500,No ratings yet,True,muito bom fodinha e com selo de aprovaçao lendario
,"Posted September 21, 2015.",,265630,No ratings yet,True,bom
,"Posted July 11, 2015.",,304050,No ratings yet,True,WTF MELHOR JOGOS DE TODOS
,"Posted July 1, 2015.",,333930,No ratings yet,True,...
,"Posted December 17, 2014.",,286080,No ratings yet,True,esse mod é muito ♥♥♥♥!!! ele meio uma continuação do portal2.
,"Posted November 27, 2014.",,262410,No ratings yet,True,"esse é um jogo meio,diferente mas mesmo assim é muito ♥♥♥♥"
,"Posted September 26, 2014.",,304930,No ratings yet,True,ótimo jogo meior jogo de zumbi EVER (brinks)
,"Posted December 21, 2013.",,109400,No ratings yet,True,FFF
