funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted February 28, 2015.",,247730,No ratings yet,False,Be nice if the game actually launched properly...
,"Posted February 28, 2015.",,318220,No ratings yet,True,"Its a good game, the driving can be a sloppy and i hate how you have to spend your money on gas for the police car which is stupid, but other than that is pretty good"
,"Posted February 22, 2015.",,1250,No ratings yet,True,"If you don't have it, than you should probably reconsider why you got into PC Gaming..."
,"Posted January 14, 2015.",,203140,No ratings yet,True,"Its a fun game but i don't like the points system in the game, kind of takes the fun out of it being a classic hitman game"
,"Posted December 29, 2014.",,239820,No ratings yet,True,"Can't stop playing it, so addiciting :)"
,"Posted December 26, 2014.",,33440,No ratings yet,False,Great game but UPLAY is so annoying
,"Posted December 26, 2014.",,252530,No ratings yet,True,"Good game, very realstic but its a bit pricey for what it is, i understand the realsm and the time its gone into making this game but it is very expensive, i would advise maybe dropping $10 off of the game make all addons no more than $10"
,"Posted December 18, 2014.",,251570,No ratings yet,True,Love it! really really good!
,"Posted December 29, 2013.","Last edited June 17, 2015.",242860,No ratings yet,False,It's okay.............
,"Posted December 7, 2013.",,241540,No ratings yet,True,Great game 9/10
