funny,posted,last_edited,item_id,helpful,recommend,review
3 people found this review funny,"Posted July 20, 2014.",,218620,0 of 2 people (0%) found this review helpful,True,Drill Fixing simulator 10/10
,"Posted December 20, 2014.",,301480,0 of 3 people (0%) found this review helpful,False,bought the game for 9c sold the trading cards for 20 trading card farming sim
,"Posted November 15, 2014.",,19900,4 of 13 people (31%) found this review helpful,False,BOOOORING
,"Posted October 11, 2014.",,227220,0 of 5 people (0%) found this review helpful,True,I cant beat beat the 10/10
,"Posted December 30, 2014.",,232770,0 of 7 people (0%) found this review helpful,False,alt+ tab simulator
,"Posted November 8, 2014.",,259430,0 of 36 people (0%) found this review helpful,False,Got boring to quickly
,Posted April 7.,,236510,No ratings yet,False,Just no if you want cancer go for it you're in for a treat
,Posted February 5.,,22300,No ratings yet,True,Download Games for windows live and run fallout 3 it works!Works on win 10
,"Posted November 8, 2014.",Last edited September 4.,305960,No ratings yet,False,"this game seemed like a great concept 2 years ago, but 2 years in early acess isn't all that reassuring that it won't end up like a game similar to starforge, which would be nice but seeing is that it's still in EA bothers me"
,"Posted August 8, 2014.","Last edited December 8, 2015.",227680,No ratings yet,False,"How Bout No Hundreds of things were promised the game still needs to undergo Optimization, The Game makes it immpossible to Progress, ARk your better off Getting ARk Survival Evolved it's 100 Times better than this and even expands on the basics, i have survived longer on ARK with dinosaurs chasing me then i have with Falling Through the Map.......OverALL DO NOT BUY THIS GAME unless for 2:50 or lower, I think this group who made this game made reign of kings Do not buy that either because you will be disspointed with the same reult and unfinished buggy game still in early access, honestly i have no idea how this made it out of early access."
