funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted December 31, 2015.",,224540,1 of 2 people (50%) found this review helpful,False,fine till jagex bought it
,"Posted September 28, 2015.",,234140,0 of 1 people (0%) found this review helpful,True,"iz god wood r8 7,4/10 I realy liked the driving physics and the mechanincs and the combat :-3"
,"Posted June 23, 2015.",,333930,0 of 1 people (0%) found this review helpful,False,dirty bomb in some words-pays 13 grand  for 13 cases -unboxes 12 cases-lead for all-except one its silver
,"Posted November 10, 2015.",,299360,0 of 2 people (0%) found this review helpful,False,ever heard of pay to play
,"Posted July 12, 2014.",,51100,0 of 2 people (0%) found this review helpful,False,BROKEN DOSENT  WORK
3 people found this review funny,"Posted May 15, 2015.",,227700,1 of 6 people (17%) found this review helpful,False,horrible graphics repetitive gameplay even on ultra the textures were blurry and messy gta v was made 2 years b4 this crusty piece of ♥♥♥♥ and it still looks better
,Posted May 14.,,287390,No ratings yet,True,Personally i think you should buy this rn
,"Posted July 17, 2015.",,12210,No ratings yet,True,Not a great port!!
,"Posted January 31, 2015.",,346010,No ratings yet,True,very fun would reccomend lets your imagination roam fre love it worth 7 dollars 8/10
,"Posted March 22, 2013.",,440,No ratings yet,True,FREE FREE FREE get it NOOOOOOOOOWWWWWW POW! ha ha
