funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted July 16, 2014.",,570,2 of 3 people (67%) found this review helpful,True,Great fun agianst friends
,"Posted July 16, 2014.",,240,1 of 2 people (50%) found this review helpful,True,Good
,"Posted August 2, 2014.",,250420,0 of 1 people (0%) found this review helpful,False,average
,"Posted September 30, 2014.",,1250,No ratings yet,True,Its a good game just not my type
,"Posted September 2, 2014.",,252490,No ratings yet,True,Great game!
,"Posted August 9, 2014.",,245550,No ratings yet,True,Great video about free to play games and how it has helped and changed peoples life's.
,"Posted August 3, 2014.",,730,No ratings yet,True,So fun great game get it.
,"Posted August 2, 2014.",,224260,No ratings yet,True,hard but fun with friends
,"Posted August 2, 2014.",,304930,No ratings yet,True,Fun game with friends
,"Posted July 15, 2014.",,4000,No ratings yet,True,Definetly recommend it's a great laugh 10/10 when your with friends.
