funny,posted,last_edited,item_id,helpful,recommend,review
20 people found this review funny,"Posted July 29, 2015.","Last edited July 29, 2015.",327890,13 of 21 people (62%) found this review helpful,True,is this bread good?Rye do you ask?iv got to admit its grain on meYou'll just have to wheat and seeplz i knead a hintfine ill send you a pic but it might be a bit grainyit the yeast i can do
5 people found this review funny,Posted February 26.,,441870,10 of 18 people (56%) found this review helpful,True,Ａ̘̻ͮ̈́ͩ̀ ̶̝̲Ｓ̜̥̪͓̔ͣͅ ̧̰ͦͣ͛͟Ｔ ̭̩Ｈ̦̭̗͍ͭ̈́͌ͅ ̰̳͎Ｅ̒̂͌ ͕҉̜̌Ｔ̛͓̪ͭͦ͊ͧ ̝̗̣ͩ̏̈ͩＩ̼͆ ͉̰̀Ｃ̐
,"Posted July 3, 2015.",,274190,0 of 1 people (0%) found this review helpful,True,and i was like PEW PEW PEW BOOOM! MERICAAAAA!!!!!!!!!
,"Posted October 11, 2014.",,244850,0 of 1 people (0%) found this review helpful,True,first person ftl
,"Posted October 11, 2014.",,257710,0 of 6 people (0%) found this review helpful,True,team fortress 3 official leaked footage!
,"Posted September 26, 2015.",,17300,No ratings yet,True,"one of the best games iv ever played, to bad muiltiplayer is dead. i tried for 4 days to start the community back up but to no avail"
,"Posted May 24, 2015.",,259080,No ratings yet,True,re-enact 9/11 with my sail boat going at light speedone of the best games i have ever played
,"Posted May 24, 2015.",,8190,No ratings yet,True,if you want logic you came to the wrong place
,"Posted October 30, 2014.",,8870,No ratings yet,True,the plot twist :O
,"Posted December 30, 2013.",,4000,No ratings yet,True,XD
