funny,posted,last_edited,item_id,helpful,recommend,review
1 person found this review funny,"Posted October 28, 2015.",,405170,4 of 4 people (100%) found this review helpful,True,Worth the 2 dollars if you really like Back to the Future.
1 person found this review funny,"Posted December 16, 2015.",,298520,4 of 5 people (80%) found this review helpful,True,got it for free and enjoy it alot. bit weird but love it.
,"Posted January 9, 2014.",,211820,1 of 1 people (100%) found this review helpful,True,"this game is in early access but buy it now because its a great game. it has the trill of an mmo the terrain of terraria and the mechanics to back it up. the game is worth the money,"
1 person found this review funny,"Posted June 9, 2013.",,49520,1 of 1 people (100%) found this review helpful,True,"4 hunters, trillions of weapons, one goal.Do you like guns? who am i kidding of corse you do. if you want action on a new scale then buy this game.1 man, one game, $50."
,"Posted September 7, 2012.",,4000,1 of 1 people (100%) found this review helpful,True,this game is cheap and fun. i reccomend you buy it.
2 people found this review funny,Posted February 12.,,441600,19 of 41 people (46%) found this review helpful,True,got it for free. cant complain.
1 person found this review funny,"Posted September 22, 2015.","Last edited September 23, 2015.",282140,1 of 8 people (13%) found this review helpful,True,I havent played alot of this game but im at the scary parts...its an amazing game in my opinion...it is even better than amnesia...i would describe it as pants messingly good
4 people found this review funny,"Posted October 29, 2015.",,218620,7 of 33 people (21%) found this review helpful,True,This is an amazing game that has brought me over 250 hours of enjoyment. I dont get why people are ♥♥♥♥♥♥ about microtransactions. IF YOU DONT LIKE THEM DONT BUY THEM! Buy this game.
,"Posted December 4, 2015.",Last edited May 3.,383580,No ratings yet,True,I used to hate this game cause it was glitchy and confusing as hell.Although i have not played alot of this game i would say that you should give it a chance now.The developer is kind and i should have told them what i didnt like. But i didnt.Give the game a go if you think it looks interesting. I think you might just find a game you can play for a decent amount of time.
,"Posted November 4, 2012.",,55230,No ratings yet,True,"this game is full of ♥♥♥♥ , boobs and epic tanks so open you wallets and buy this game"
