funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted June 6, 2015.",,253710,0 of 1 people (0%) found this review helpful,True,"Good Hunting game, better then those things at the pub!"
,"Posted November 6, 2014.","Last edited February 17, 2015.",221100,0 of 2 people (0%) found this review helpful,True,"Amazing game but suffers from lack of support, not taking more onboard from the community.This game will be alot better once support for Mods is added, and the community can make the additions they have been waiting for."
,"Posted June 6, 2015.",,236390,No ratings yet,False,"Good concept air combat, never played the groud combat, 6/10"
,"Posted March 19, 2015.",,251170,No ratings yet,True,"Amazing horror multiplayer game, great UI, Or Lack Of ;),Plays Very Well, Could Use More Servers, And More Maps+Players/Monsters On The Map"
,"Posted March 18, 2015.",,17410,No ratings yet,True,A Must Have Until They Give Us The New Mirrors Edge!
,"Posted March 16, 2015.",,235600,No ratings yet,True,YUCK UPLAY Y U RUIN DIS!
,"Posted March 13, 2015.",,20500,No ratings yet,True,"Good Old Fun, Finding A Walker, Smashing Your Way Out, Its Just Cause On Mars!Brings Make So Many Good Feels!ONLY $3.99! FOR 2 MORE DAYS!"
,"Posted March 8, 2015.",,317360,No ratings yet,True,Can I Have My 5 Minutes Back
,"Posted March 7, 2015.",,218230,No ratings yet,True,"Welcome To PlanetSide 2, Your Going To Die, Often, Your Going To Die, Alot.But Once You Get Past Your First Lot Of Deaths, Start Leveling Up, And Have Your First 1000+ Player Firefight For A Outpost, You'll Fall In Love With This Game."
,"Posted November 1, 2014.","Last edited February 17, 2015.",107410,No ratings yet,True,"Finally, ive found something worth playing on Arma 3, check out Altis Life if your into Roleplaying as it is by far one of the best Mods out there and requires no downloading what-so-ever, if your looking for all out war, Wasteland is where its at and also requires no downloading of Mods and can be accessed simply by Filtering in the Server Browser for Wasteland Servers.10/10!!!"
