funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted May 21, 2011.",,34830,No ratings yet,True,"ill  Recommend this game to anyone.nice looking,fun,hard core gamesthumps up 5 stars"
,"Posted May 3, 2011.",,10680,No ratings yet,True,HEAPS fun game
,"Posted March 22, 2011.",,10180,No ratings yet,True,awsome game
,"Posted February 28, 2011.",,34350,No ratings yet,True,well so far only played the demo but its going to be awsome
,"Posted February 28, 2011.",,34030,No ratings yet,True,love this game so much. Napoleon: Total War is a far better game then Empire total War but  it is still an awsome game
,"Posted February 28, 2011.",,630,No ratings yet,True,cool fun game
,"Posted February 9, 2011.",,34670,No ratings yet,True,havent played yet
,"Posted January 17, 2011.",,4700,No ratings yet,True,this is one of the best Total war games
,"Posted January 3, 2011.",,4760,No ratings yet,True,best game ever
,"Posted December 28, 2010.",,10500,No ratings yet,True,everyone should try this game well any total war game
