funny,posted,last_edited,item_id,helpful,recommend,review
2 people found this review funny,"Posted May 3, 2015.",,238460,1 of 32 people (3%) found this review helpful,False,"That voice acting is... Annoying.0/10, needs better voice acting"
,"Posted October 8, 2015.",,238910,No ratings yet,True,"Usually when I redeem a free game from bundle stars, the game is pretty meh, but not for this game. When I installed it I was tempted to leave it running just for the cards, but it began to look promising. I began to play and I have to say that it's an excellent game.8/10 gg"
,"Posted September 30, 2015.",,236510,No ratings yet,True,Tried being a sneaky lad and got 360 no scoped randomly by an enemy. Said f*** it and went in spraying and got 360 no scoped randomly.10/10 best video game of all time
,"Posted June 26, 2015.","Last edited June 26, 2015.",13570,No ratings yet,True,"This game is amazing, it's better than anything COD labeled. Splinter Cell Chaos Theory isn't a 360 no scope simulator or an MLG rekt simulator, it's a stealth simulator. What is so great about stealth you ask? Well I ask back, what is so great about killing?In COD all you are accomplishing is committing mass genocide, while in this wonderful Stealth game you're accomplishing being a sneaky ♥♥♥♥♥♥♥.10/10 The best stealth game created."
,"Posted April 3, 2015.","Last edited April 3, 2015.",209000,No ratings yet,True,"Nice game, it was great to play as Batman before Arkham Knight hits."
,"Posted April 3, 2015.",,8080,No ratings yet,False,I lost interest very fast. 
,"Posted December 7, 2014.",,203140,No ratings yet,True,"Although it ain't as good as Blood Money this Hitman game is great fun and has some good replay value. The level design is top notch, which really pushes the stealth to the maximum.I give this an 8/10."
,"Posted November 29, 2014.",,6910,No ratings yet,True,Installed it over a year ago and I still haven't finished it. 10/10 most challenging stealth fps.
,"Posted November 29, 2014.",,275490,No ratings yet,False,Unbearable...
,"Posted November 29, 2014.",,6860,No ratings yet,True,The disguise system actually works...
