funny,posted,last_edited,item_id,helpful,recommend,review
67 people found this review funny,"Posted September 29, 2014.",,34330,105 of 139 people (76%) found this review helpful,True,Not buying this game is a SHAMEFURR DISPRAY.10/SHAMEFURR DISPRAY
1 person found this review funny,"Posted August 6, 2014.",,304930,2 of 2 people (100%) found this review helpful,True,DayZ+Rust  11/10 would play
4 people found this review funny,Posted May 28.,,364360,6 of 10 people (60%) found this review helpful,True,Hold the door 
,"Posted January 1, 2015.",,730,1 of 1 people (100%) found this review helpful,True,Learned russian in a few days of CSGO
2 people found this review funny,Posted June 28.,,214950,2 of 3 people (67%) found this review helpful,True,Hodor
,"Posted January 5, 2015.","Last edited July 13, 2015.",105600,1 of 2 people (50%) found this review helpful,True,♥♥♥♥ing love this game
,"Posted June 6, 2014.",,231430,1 of 3 people (33%) found this review helpful,True,"6/10 nothing else, havent played the first one, but i have played western front coh2"
,"Posted November 11, 2012.",,440,0 of 1 people (0%) found this review helpful,True,best game i have played better then call of duty mw3
,"Posted July 30, 2014.",,48700,No ratings yet,True,12/10All i can say about the game
,"Posted July 30, 2014.",,206500,No ratings yet,True,"Its been Beta for a long time, but AirMech still is a great game.Its a bit a pay to win type, only if you just started the game playing online."
