funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted March 28, 2014.",,8870,2 of 3 people (67%) found this review helpful,True,"Wow, what a game. So good. So fun. So amazing!!!! Although the story could go on a little bit more but yeh this game is worth it 10/10 But 1 thing WTF was up with the ending"
,"Posted January 15, 2014.",,34900,3 of 5 people (60%) found this review helpful,False,This game is ♥♥♥♥ -10/10
,"Posted January 12, 2014.",,224540,4 of 7 people (57%) found this review helpful,True,"Pretty dam good game,i mean for $14.99  i got 127 hours out of it its pretty dam fun with friends.Its very addictive and ALOT of fun 8/10"
,"Posted March 30, 2014.",,209000,1 of 2 people (50%) found this review helpful,False,Hmmmmmm waited so long for the 3rd in the Arkham series(prequel) and did it live up to its expections...... I absolutley hate to say this but Absolutley not. It is so repeditive it isnt fun. Online Is alright woudlnt player it again i dont think. Combat is great thoug. So !@#$ you Warners Brothers for wrecking this franchise 5/10 Lets hope Batman Arkham Knight is better since it is the final 1
,"Posted January 15, 2014.",,252490,2 of 4 people (50%) found this review helpful,True,"This game WoW its so good,so fun,so addictive. I highly reccomend this xD 9/10(not when it lags when lags 2/10"
,"Posted December 24, 2013.",,213850,3 of 6 people (50%) found this review helpful,True,Brilliant game if you play Magic Bit confusing for starters But Takes a bit to long to play games takes bout 10-15 minutes irl and 15-30 In this game 7/10
,"Posted January 15, 2014.",,730,1 of 3 people (33%) found this review helpful,True,Heaps good game and very addivtive 8/10 P90 xD
,"Posted February 7, 2014.",,49520,0 of 1 people (0%) found this review helpful,True,Yes mate 8/10
,"Posted January 20, 2014.",,221640,No ratings yet,True,"Yeah,Yeah,Yeah you will all think this is !@#$ Its actually quiet fun and Adictive 6/10"
,"Posted December 8, 2013.",,105600,No ratings yet,True,Such an addictive game xD
