funny,posted,last_edited,item_id,helpful,recommend,review
1 person found this review funny,"Posted May 29, 2015.",,440,1 of 1 people (100%) found this review helpful,True,Hat Simulator 2015. 10/10 would spend over 500$ for items again
,"Posted October 24, 2015.",,219640,2 of 3 people (67%) found this review helpful,False,"so broken, cant even play in fullscreen without it twitching, leaving it unplayable or 25-30 fps in windowed. 2/10 >:("
2 people found this review funny,"Posted February 14, 2015.",,322330,2 of 3 people (67%) found this review helpful,True,finished a night with no stuff to make a fire. Used friend as ghost to produce light. 10/10 survived night without needing a fire
1 person found this review funny,"Posted December 20, 2015.",,319510,6 of 12 people (50%) found this review helpful,False,autism
1 person found this review funny,"Posted August 29, 2014.",,42680,1 of 2 people (50%) found this review helpful,True,really fun game! it took me a while 2 get until it went onto this deal so now i can continue the story. And the multiplayer looks very promising but im only gonna play mp after sp but all in all im gonna give it 8.5 only because the campaign is only 5 hours long
1 person found this review funny,"Posted January 15, 2014.",,99900,2 of 4 people (50%) found this review helpful,True,its like castle crashers but in 3D!!!!
,"Posted February 11, 2014.",,245130,1 of 3 people (33%) found this review helpful,False,my pc says i can run this game really well (canyourunit passed over reccomended) and its laggy as f*ck even on lowest settings >:( please optimize soon because i paid good money for this....
,"Posted October 17, 2015.",,204360,0 of 11 people (0%) found this review helpful,False,Dont buy. Barbarian update broke the game for me. It freezes every now and then and sometimes black screens
,"Posted June 1, 2015.",,252490,No ratings yet,True,sonic 06 loads faster. Still a fun game though so 9/10
,"Posted December 31, 2013.",,218620,No ratings yet,True,Its A very fun shooter with friends. but if not with friends. A tad bit too hard. but anyways 10/10!!! :)
