funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted March 8, 2014.",,244210,1 of 1 people (100%) found this review helpful,True,"Physhics are top notch, feels like you are driving the carSound is astoniching, sounds beautifully realisticGraphics are also great.BUY IT"
,"Posted June 9, 2015.",,216260,1 of 2 people (50%) found this review helpful,True,best cricket game to date
,Posted June 27.,,431240,0 of 1 people (0%) found this review helpful,True,the only game i can discuss deep thoughts with friendsaka myself :'(
,"Posted July 20, 2014.",,247020,0 of 1 people (0%) found this review helpful,True,the gordon ramsay of video gamesbuy it
,"Posted February 22, 2014.",,208090,0 of 1 people (0%) found this review helpful,True,"Not perfect, but it can be a hell of a laugh.needs more content, map wise."
,"Posted August 13, 2015.",,365450,No ratings yet,True,Got hacked into and got sent an email that said I was a script kiddie10/10
,"Posted November 21, 2014.",,8190,No ratings yet,True,Ka-boom.
,"Posted May 21, 2014.",,65790,No ratings yet,False,gets a meh/10
,"Posted March 3, 2014.",,239820,No ratings yet,True,Bit of fun.
,"Posted February 23, 2014.",,227300,No ratings yet,True,"you drive trucksif you like trucks, play this gameif you like games, play this game"
