funny,posted,last_edited,item_id,helpful,recommend,review
171 people found this review funny,"Posted October 7, 2014.",,319400,438 of 641 people (68%) found this review helpful,True,this game is a great sequel to the loved dark souls and is one of my top tens best fps. cant wait to see what valve makes next
105 people found this review funny,"Posted December 8, 2015.",,351900,62 of 106 people (58%) found this review helpful,True,Say What You Want About Pedophiles At Least They Drive Slowly In School Zones.
,"Posted June 6, 2014.",,440,4 of 5 people (80%) found this review helpful,True,A Wise Man Once Said 'THIS GAME IS ALL ABOUT FASHION SO SHUT YOUR ♥♥♥♥ BEFORE I SUCK IT'. That Defines The Game Better Then Anything I Can Say.
,"Posted March 14, 2014.",,248820,1 of 1 people (100%) found this review helpful,True,great game more fun with a friend but still fun singleplayer simple grapics simple gamplay but great feel and sound. also cheap so thats a +
,"Posted November 15, 2014.",,274310,1 of 3 people (33%) found this review helpful,True,This Game makes you question your beliefs and morals. Great game all around
,"Posted September 9, 2014.",,11240,1 of 3 people (33%) found this review helpful,False,when you find a game where the main steam picture is a 89/100 rateing from game focus (idk who they are) there is little hope and you get what u pay for
3 people found this review funny,Posted May 5.,,234140,0 of 2 people (0%) found this review helpful,True,Best Australia Simulator To Date Only Thing Missing Is The Beer And Kangaroos10/10
,"Posted June 16, 2015.",,244850,0 of 4 people (0%) found this review helpful,True,i dont own this game so i wouldnt know either way sooooooooooo 11/10 would not own again
,"Posted August 18, 2014.",,67370,No ratings yet,True,If you want to rip peaple limb from limb then this is your game
,"Posted March 14, 2014.",,219740,No ratings yet,True,Don't bother Reading This Just Buy The Game.
