funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted April 14, 2014.",,272350,20 of 26 people (77%) found this review helpful,True,OMG FUN :D
,"Posted August 20, 2014.",,227700,1 of 2 people (50%) found this review helpful,True,to be honest guys.......this game is pretty amazing too me so welll yea get it ^^ 7/10
1 person found this review funny,"Posted January 5, 2014.",Last edited January 18.,218620,1 of 2 people (50%) found this review helpful,True,fun fun fun and fun again :D not so good at it since i shoot all the civilians but yolo :D if u got the money i rocomend this game :P
,"Posted December 27, 2013.",,550,1 of 2 people (50%) found this review helpful,True,take ur rage out at these zombies with a shotgun it will help ^^ trust me if ur scared u wont be after u get tounged by a zombie and realize how retared the zombies are ^^
,"Posted October 14, 2013.",,440,1 of 2 people (50%) found this review helpful,True,this is an awesome game u should get tuns of diffrent wepons and just so fun with all the classes to stuff around with getting hats and misc is fun but hard
,"Posted August 13, 2014.",,207230,No ratings yet,True,boobs butt=yay!
,"Posted April 2, 2014.",,570,No ratings yet,True,its fun that's all i can say :)
,"Posted February 23, 2014.",,39120,No ratings yet,True,its a really fun game :D
,"Posted February 1, 2014.",,221100,No ratings yet,True,when u start u will have troubles with controls but once u start to get the hang of it then its time to go start getting killed if ur lucky enough u will find a shovel or gun backpack beanie etc i think its fun so get it if u want
,"Posted January 9, 2014.",,31220,No ratings yet,True,its fun but hardim max so get it  it is a game based on being a detective while ur partner max has super powas if u have the money get it :)
