funny,posted,last_edited,item_id,helpful,recommend,review
,"Posted February 7, 2015.",,22380,8 of 8 people (100%) found this review helpful,True,One of my favourite games of all time. A must buy for any rpg/fps fan.
,"Posted May 12, 2015.",,247080,8 of 10 people (80%) found this review helpful,True,"A rhythm based rouge like dungeon crawler hybrid. With a killer soundtrack and great gameplay to boot, Crypt of the NecroDancer is one of my favourite rouge likes of all time. A must buy for anyone looking for something different, or anyone looking for a good game in general."
,"Posted December 28, 2014.",,19900,3 of 5 people (60%) found this review helpful,True,I've never been more anxious to hear a car in my life.
,"Posted August 21, 2014.",,35480,6 of 11 people (55%) found this review helpful,True,Got it for the Dwarfs!? axe in killing floor cause im too lazy to actually play the free to play game.
,"Posted April 26, 2015.",,237930,1 of 2 people (50%) found this review helpful,True,One of the most beautiful games i've ever played.
,"Posted October 23, 2013.",,239350,1 of 2 people (50%) found this review helpful,True,Great game for those people who love ripping thier hair out one by one :)
,"Posted January 13, 2014.","Last edited January 13, 2014.",224600,0 of 1 people (0%) found this review helpful,True,"Defiance, despite its many bugs and glitches is a very fun game. I must say you need quite alot of patiance to play this, as pop in objects and enimes happen alot :l I'd give this game a solid 7.5/8 out of ten."
,Posted February 7.,,204450,No ratings yet,True,This is one of the most enjoyable shooters I've played in a long time.Buy it.
1 person found this review funny,"Posted June 20, 2015.",,204300,No ratings yet,True,I suck at this game and people like reminding me.
,"Posted April 5, 2015.",,264200,No ratings yet,True,Giving me carpal tunnel. 10/10
