funny,posted,last_edited,item_id,helpful,recommend,review
1 person found this review funny,"Posted July 4, 2015.","Last edited September 15, 2015.",730,1 of 1 people (100%) found this review helpful,True,i've spent too much time and money on this game
,"Posted October 10, 2014.","Last edited November 2, 2014.",241930,1 of 2 people (50%) found this review helpful,True,"An Uruk named Khrosh the Friendly killed me 4+ times, and was very polite when doing so.10/10"
,"Posted August 17, 2015.",,252490,No ratings yet,True,its pretty cool
,"Posted October 10, 2014.",,72850,No ratings yet,True,"Immediately immersive and continuous gameplay with no bounds, a great story, interesting and unique characters, tons of spells and weapons, and a huge selection of mods to add content and change the game.One of the greatest RPGs around. 10/10"
,"Posted April 24, 2014.",,213670,No ratings yet,True,"Hilarious game, especially if you are a fan of South Park. The only down side is that it wasn't as long as I had anticipated it would be, but otherwise, great humour and unique combat. oh and you can fart on command. 10/10"
,"Posted April 24, 2014.",,211820,No ratings yet,True,"Addicting and fun game. Although it's similar to terraria, it's very unique and broad in terms of content. And it's still in Beta!"
,"Posted April 24, 2014.",,4000,No ratings yet,True,"Awesome game, very cheap, tons of free workshop addons and extremely fun to play with friends."
,"Posted January 12, 2014.",,440,No ratings yet,True,smoo
,"Posted July 13, 2013.",,8980,No ratings yet,True,great fun. tons of guns and a unique and awesome art style
,"Posted January 6, 2013.",,500,No ratings yet,True,Brilliant
