funny,posted,last_edited,item_id,helpful,recommend,review
,Posted April 1.,,218620,1 of 1 people (100%) found this review helpful,False,To Many ♥♥♥♥ing updates its everyday
,"Posted February 27, 2015.",,4000,1 of 1 people (100%) found this review helpful,True,:) :) :) :) :) 9/10 would mod again
,"Posted January 3, 2015.",,222880,1 of 1 people (100%) found this review helpful,True,Love this game has a good online commity get for an fps
,"Posted February 6, 2015.","Last edited February 6, 2015.",440,0 of 1 people (0%) found this review helpful,True,Its good has a good com
1 person found this review funny,"Posted May 21, 2015.",,220,1 of 16 people (6%) found this review helpful,False,i got the disk to the game and steam being the crap that it's become wants a key i don't have
,"Posted May 10, 2015.",,247020,No ratings yet,True,I liked this because of the fast action and tenseness of the game
,"Posted March 2, 2015.",,8080,No ratings yet,True,Great would recommend buying this great story a little short but still great
,"Posted November 10, 2014.",,252490,No ratings yet,True,This is an epic game you should buy it now.
,"Posted October 11, 2014.",,244850,No ratings yet,True,Realy good game you should buy i know i will
,"Posted February 27, 2014.",,104900,No ratings yet,True,Good game good for online not much for single but still good when you don't have internet.
